CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
136385101,CNQ,CANADIAN NAT RES LTD,0,-6983,0,-236.38K,CLOSE,0%
260557103,DOW,DOW INC,0,-10148,0,-237.26K,CLOSE,0%
88034P109,TME,TENCENT MUSIC ENTMT GROUP,0,-13558,0,-237.67K,CLOSE,0%
880881107,TERN,TERNS PHARMACEUTICALS INC,0,-5901,0,-238.4K,CLOSE,0%
339750101,FND,FLOOR & DECOR HLDGS INC,0,-3928,0,-239.18K,CLOSE,0%
G25457105,CRDO,CREDO TECHNOLOGY GROUP HOLDI,0,-1675,0,-241.02K,CLOSE,0%
854502101,SWK,STANLEY BLACK & DECKER INC,0,-3251,0,-241.48K,CLOSE,0%
G5006S104,SDM,SMART DIGITAL GROUP LTD,0,-91180,0,-241.63K,CLOSE,0%
046433108,ATRO,ASTRONICS CORP,0,-4498,0,-243.97K,CLOSE,0%
023135106,AMZN,AMAZON COM INC,0,-1057,0,-243.98K,CLOSE,0%
N90064101,QURE,UNIQURE NV,0,-10203,0,-244.16K,CLOSE,0%
001055102,AFL,AFLAC INC,0,-2227,0,-245.57K,CLOSE,0%
156431108,CENX,CENTURY ALUM CO,20487,-4193,1.2M,-246.09K,-17%,1%
36317J209,GLXY,GALAXY DIGITAL INC.,0,-11007,0,-246.12K,CLOSE,0%
090572207,BIO,BIO RAD LABS INC,0,-816,0,-247.24K,CLOSE,0%
260003108,DOV,DOVER CORP,0,-1268,0,-247.56K,CLOSE,0%
35137L105,FOXA,FOX CORP,0,-3392,0,-247.85K,CLOSE,0%
099406100,BOOT,BOOT BARN HLDGS INC,0,-1408,0,-248.47K,CLOSE,0%
941848103,WAT,WATERS CORP,0,-659,0,-250.31K,CLOSE,0%
229899109,CFR,CULLEN FROST BANKERS INC,0,-1992,0,-252.25K,CLOSE,0%
88023U101,SGI,SOMNIGROUP INTERNATIONAL INC,0,-2827,0,-252.4K,CLOSE,0%
G4766E116,INDV,INDIVIOR PLC,0,-7035,0,-252.42K,CLOSE,0%
